time,max_daily_temperature,min_daily_temperature,precipitation,Potential_evapotranspiration,global_radiation,wind_speed,mean_daily_temperature
08/10/2011,11.3,8.7,7.9,0.8,0.94,3,10
09/10/2011,17.1,8.8,2.6,0.9,0.73,5.2,12.95
10/10/2011,20.2,10.4,0.1,2,2.46,7.2,15.3
11/10/2011,17.6,14.6,0.7,1.5,0.7,5.7,16.1
12/10/2011,15.4,14.7,3.4,0.9,0.67,3.6,15.05
13/10/2011,15.4,10,0.1,1.3,2.64,2.4,12.7
14/10/2011,14.7,4.2,0,1.3,3.18,2.9,9.45
15/10/2011,14.8,2.1,0,1.1,3.21,1.9,8.45
16/10/2011,16.2,1.2,0,1,3.04,1.6,8.7
17/10/2011,16.3,1.5,0,1.3,1.45,4.8,8.9
18/10/2011,13.2,9.1,4.4,1.2,1.11,4.4,11.15
19/10/2011,13.3,6.8,5.4,1.1,1.82,3.4,10.05
20/10/2011,11.2,3.9,0.1,0.9,1.93,2,7.55
21/10/2011,12.7,0.4,0,0.8,2.54,2,6.55
22/10/2011,11.8,0.3,0,0.9,2.73,3.1,6.05
23/10/2011,16.3,1.3,0,1.1,2.59,3.4,8.8
24/10/2011,13.3,2.3,0.4,1.3,2.61,5,7.8
25/10/2011,12,3.6,5.8,0.6,0.38,3.1,7.8
26/10/2011,14.4,8.9,0.4,1.1,1.98,3.6,11.65
27/10/2011,17.3,5.9,0.1,1.1,2.03,2.9,11.6
28/10/2011,18.7,6,0,0.7,2.1,1.1,12.35
29/10/2011,17.7,8.8,0,0.8,1.07,2.5,13.25
30/10/2011,16.2,11.1,0,0.9,1.39,2.7,13.65
31/10/2011,17.2,10.1,0,0.8,2.04,2.4,13.65
01/11/2011,17,8,5.1,0.8,1.76,2.8,12.5
02/11/2011,15.4,8.6,0.2,0.7,1.47,2.8,12
03/11/2011,17.8,9.2,0.2,1.6,0.53,5,13.5
04/11/2011,19,12,0.4,1.2,1.9,3.1,15.5
05/11/2011,17.4,11.9,0,0.7,1.35,1.8,14.65
06/11/2011,12.7,10.7,0,1,0.34,4.3,11.7
07/11/2011,10.2,9.4,0,0.7,0.1,3.6,9.8
08/11/2011,13.2,7.3,0,0.6,0.78,2.2,10.25
09/11/2011,15.8,7.7,0,0.6,1.17,1.8,11.75
10/11/2011,13.8,3.5,0,0.5,1.76,3.2,8.65
11/11/2011,11.2,2.6,0,0.5,1.1,3.1,6.9
12/11/2011,13,2.5,0,0.4,1.42,1.8,7.75
13/11/2011,6.7,3.2,0,0.4,0.38,3,4.95
14/11/2011,9.6,3.1,0,0.3,1.13,1.8,6.35
15/11/2011,7.9,-1.6,0,0.2,1.68,2.1,3.15
16/11/2011,8.3,-2.5,0,0.2,1.56,1.9,2.9
17/11/2011,9.3,-1.9,0,0.4,0.64,2.4,3.7
18/11/2011,11.1,3,0,0.3,1.02,1.6,7.05
19/11/2011,11.1,1.5,0,0.1,1.43,0.8,6.3
20/11/2011,12.3,-1.1,0,0.2,1.22,1.3,5.6
21/11/2011,4.2,-1.4,0,0.3,0.44,1,1.4
22/11/2011,13.7,-0.1,0,0.2,1.05,1.2,6.8
23/11/2011,12.2,2.9,0.1,0.5,0.38,2,7.55
24/11/2011,10.3,5.1,0,0.5,0.55,3.8,7.7
25/11/2011,8.8,6.2,0.1,0.6,0.2,4.4,7.5
26/11/2011,11,4.5,0,0.8,0.93,6.5,7.75
27/11/2011,12.3,5.6,0.9,0.8,0.33,3.6,8.95
28/11/2011,9.9,-0.6,0,0.2,1.29,2.6,4.65
29/11/2011,10.3,-0.1,0.3,0.8,0.81,5.2,5.1
30/11/2011,11.6,4.3,2.6,0.6,1.18,4.3,7.95
01/12/2011,12.9,3.8,8.1,0.8,0.25,5.7,8.35
02/12/2011,9.4,6.6,4,0.8,0.77,4.8,8
03/12/2011,11,5,4.4,0.9,0.26,5.2,8
04/12/2011,9.5,6.4,2.6,1,0.29,4.7,7.95
05/12/2011,7.4,4.6,3.7,0.7,0.9,5,6
06/12/2011,7.8,2.7,6.7,0.7,0.67,5.3,5.25
07/12/2011,9.2,3.2,2.2,1.5,0.75,7.2,6.2
08/12/2011,11.7,3.3,5,1.3,0.45,8,7.5
09/12/2011,7.9,3.1,0.1,0.8,1.06,4.6,5.5
10/12/2011,7.2,1.3,0,0.4,1.08,3.6,4.25
11/12/2011,8.8,0.8,0.6,0.6,0.66,4.1,4.8
12/12/2011,9.7,1.7,4.8,0.9,0.96,7.4,5.7
13/12/2011,11.1,6.3,21.4,1.1,0.4,6.3,8.7
14/12/2011,7,4.1,7.1,0.8,0.41,6,5.55
15/12/2011,7.7,2.8,23.3,0.8,0.35,6.6,5.25
16/12/2011,5.1,3.9,21.5,0.6,0.18,5,4.5
17/12/2011,7.1,0.5,8.9,0.3,0.86,3.8,3.8
18/12/2011,4.7,1.1,5.8,0.3,0.63,3.3,2.9
19/12/2011,6.2,0,7.9,0.4,0.82,4.9,3.1
20/12/2011,7.9,0.5,3.2,0.5,0.61,4.5,4.2
21/12/2011,9.4,3.8,2.2,0.4,0.26,2.3,6.6
22/12/2011,10.9,4.2,0.3,0.6,0.25,3.8,7.55
23/12/2011,10.4,9.2,15.4,0.8,0.33,6.6,9.8
24/12/2011,7.8,4,1.4,0.6,0.88,5.1,5.9
25/12/2011,10.3,4.8,0.4,0.7,0.15,4.9,7.55
26/12/2011,10,7.3,0.6,0.6,0.16,3.7,8.65
27/12/2011,8.7,8.5,0.1,0.9,0.14,3.5,8.6
28/12/2011,7.1,5.4,0.3,0.8,0.17,5.9,6.25
29/12/2011,8.5,4.4,4.2,1.1,0.36,7.2,6.45
30/12/2011,7.9,3.8,2.2,0.7,0.63,4.3,5.85
31/12/2011,11.4,3.5,2.9,0.5,0.22,4.3,7.45
01/01/2012,14.3,7.8,10.7,0.8,0.2,5.8,11.05
02/01/2012,9,7.2,0.5,0.8,0.71,5.5,8.1
03/01/2012,11.5,4.7,6.7,1.5,0.32,9,8.1
04/01/2012,11,5.8,8.1,1.2,0.66,8.3,8.4
05/01/2012,10.7,6.2,9.3,1.4,0.46,9.7,8.45
06/01/2012,8.7,4.3,2.9,0.8,0.36,5.7,6.5
07/01/2012,9.8,3.7,0.4,1.1,0.86,6.6,6.75
08/01/2012,8.8,6.9,0.6,0.6,0.7,4,7.85
09/01/2012,10,4.2,0.9,0.5,0.37,3.3,7.1
10/01/2012,9.7,6.8,0.1,0.6,0.4,3.1,8.25
11/01/2012,10.1,6.8,0,0.7,0.52,4.4,8.45
12/01/2012,10.8,7.2,0.7,0.9,0.37,5,9
13/01/2012,7.5,3.1,0.1,0.6,1.03,3,5.3
14/01/2012,7,2.6,0,0.3,0.79,1.1,4.8
15/01/2012,5.9,-3.5,0,0.2,1.27,2.3,1.2
16/01/2012,4.2,-3.1,0,0.1,1.33,1.4,0.55
17/01/2012,6.4,-4.6,0,0.4,1.26,2.1,0.9
18/01/2012,9.6,-4.6,4,0.5,0.51,5.4,2.5
19/01/2012,11,-0.4,12.4,0.8,0.28,6.2,5.3
20/01/2012,8.2,4.9,6.2,0.8,0.23,4.5,6.55
21/01/2012,11.3,3.8,1.8,1.3,0.29,7.5,7.55
22/01/2012,10.7,5.2,0.6,1.1,0.84,6,7.95
23/01/2012,8.1,4.5,2.2,0.7,0.81,3.9,6.3
24/01/2012,5.3,2.2,1.7,0.4,0.6,2.7,3.75
25/01/2012,6.5,1.7,1.6,0.5,0.4,3.3,4.1
26/01/2012,9.1,3.7,4.9,0.6,0.42,3.6,6.4
27/01/2012,8.9,2.3,0.3,0.5,1.66,3.1,5.6
28/01/2012,6.3,1.6,0,0.5,0.77,2.7,3.95
29/01/2012,0.9,0.2,0,0.6,0.36,2.7,0.55
30/01/2012,-0.3,-1.2,0.7,0.4,0.16,1.9,-0.75
31/01/2012,-1.4,-2.5,0,0.6,1.53,4.4,-1.95
01/02/2012,-1.4,-7.5,0,1.1,1.98,5.9,-4.45
02/02/2012,-3.1,-8.3,0,0.8,2.16,4.1,-5.7
03/02/2012,-3.4,-10.1,2.6,0.3,1.01,2,-6.75
04/02/2012,-6.4,-15.4,0,0.2,1.53,2,-10.9
05/02/2012,-4.2,-14.8,0,0.4,1.71,1.9,-9.5
06/02/2012,-1.3,-8.7,0,0.4,2.13,1.8,-5
07/02/2012,-3.8,-12.1,0,0.6,2.24,4.6,-7.95
08/02/2012,-1.1,-12.2,0,0.5,1.72,3,-6.65
09/02/2012,-0.5,-9,0,0.4,0.84,2.2,-4.75
10/02/2012,-1.6,-8.2,0,0.5,2.39,2.7,-4.9
11/02/2012,-3.1,-11.1,0,0.4,2.2,2.3,-7.1
12/02/2012,0.3,-10.9,0.4,0.4,0.69,2,-5.3
13/02/2012,4.4,-10.5,2.7,0.4,0.75,3.3,-3.05
14/02/2012,6.6,-0.1,3.1,0.7,1.47,5.9,3.25
15/02/2012,7.3,3.5,5.9,0.7,0.83,6.3,5.4
16/02/2012,8.4,4.2,1.9,0.7,1.12,3.8,6.3
17/02/2012,10.2,4.1,1.7,0.7,1.03,3.8,7.15
18/02/2012,9.4,5,6.2,0.9,0.51,5.6,7.2
19/02/2012,5.8,2.7,1.1,0.8,1.61,3.9,4.25
20/02/2012,6.4,-0.7,0.1,1.3,2.76,4,2.85
21/02/2012,8.8,-0.7,0,1.2,2.14,4.5,4.05
22/02/2012,9.1,2.5,0.9,1.3,2.17,5.7,5.8
23/02/2012,11.9,3.5,0.1,0.7,0.81,4.3,7.7
24/02/2012,12,7,0.3,0.8,0.56,3.4,9.5
25/02/2012,9.9,3.6,0,1.1,2.28,3.9,6.75
26/02/2012,8.2,2.4,0,0.7,1.02,2.5,5.3
27/02/2012,9.5,1.5,0.5,0.7,1.41,3.7,5.5
28/02/2012,10.2,2.9,0.2,0.6,0.44,2.8,6.55
29/02/2012,10.1,8.4,0.1,0.7,0.76,1.9,9.25
01/03/2012,9,7.2,0,0.6,0.51,1.9,8.1
02/03/2012,9.6,7,0.2,0.7,0.58,2.5,8.3
03/03/2012,13.5,7.1,0,1.2,1.58,3.4,10.3
04/03/2012,11.4,6.2,12.4,0.9,1.25,4.1,8.8
05/03/2012,3.9,2.6,3.3,0.5,0.45,3.4,3.25
06/03/2012,8.4,1.2,0.1,0.9,2,2.3,4.8
07/03/2012,7.1,0.2,12.3,0.9,0.63,5.5,3.65
08/03/2012,9,2.3,0.1,1.2,2.63,3.3,5.65
09/03/2012,11.3,2.6,0.1,1.3,2.29,4.2,6.95
10/03/2012,12.2,4,0.1,0.9,1.17,2.8,8.1
11/03/2012,14.9,8,0,1.6,3.69,2.5,11.45
12/03/2012,15.2,2.3,0,1.4,3.49,2.3,8.75
13/03/2012,9.9,4.6,0,1,1.03,2,7.25
14/03/2012,10.5,6.9,0,1.1,2.06,1.6,8.7
15/03/2012,19.8,-0.3,0,1.9,4.02,1.8,9.75
16/03/2012,17.2,0.5,0,1.5,2.63,2.7,8.85
17/03/2012,12.8,5.9,0.1,1.5,2.05,3.6,9.35
18/03/2012,12.3,7.2,0.6,1.4,2.37,3.2,9.75
19/03/2012,12.4,2.2,0,1.8,4.05,2.5,7.3
20/03/2012,14.1,1.1,0,1.7,4.17,1.9,7.6
21/03/2012,16.3,2,0,2.1,4.38,2.1,9.15
22/03/2012,19.7,3.2,0,2.5,4.54,3,11.45
23/03/2012,20.5,5.2,0,2.2,4.44,1.5,12.85
24/03/2012,19.5,4.8,0,2.3,4.33,2.5,12.15
25/03/2012,18.1,5.1,0,2.4,4.7,2.5,11.6
26/03/2012,18.3,4.4,0,2.7,4.93,2.8,11.35
27/03/2012,20,3.7,0,2.5,4.7,2,11.85
28/03/2012,19.6,3.5,0,2.5,4.7,2.5,11.55
29/03/2012,14.3,4,0,1.9,3.2,3.8,9.15
30/03/2012,9.8,6.7,0,1,0.76,4.1,8.25
31/03/2012,9.7,6.8,0,1.5,1.67,3.7,8.25
01/04/2012,10.9,-1.8,0,1.8,4.15,2.3,4.55
02/04/2012,14.5,-1.2,0,1.9,4.47,1.2,6.65
03/04/2012,16.2,1.7,0,2.2,4.17,1.8,8.95
04/04/2012,14.2,4.3,1.1,1.7,2.81,3,9.25
05/04/2012,9,6.2,0,1.4,1.51,3.5,7.6
06/04/2012,11.3,1,2.3,2.3,5.3,2.8,6.15
07/04/2012,9.4,2.1,0.1,1.8,2.87,3.4,5.75
08/04/2012,10.9,2.9,3.7,1.8,3.05,4.3,6.9
09/04/2012,11.7,4.6,7.9,1.3,1.83,5.8,8.15
10/04/2012,10,8.9,8,1,1.29,3.3,9.45
11/04/2012,13.2,4.9,6.3,1.8,4.05,2.7,9.05
12/04/2012,12.4,2.9,0.1,1.6,3.4,2,7.65
13/04/2012,13.3,0.4,0.6,1.7,3.89,1.8,6.85
14/04/2012,12.9,2.2,0.1,2.1,4.21,3.9,7.55
15/04/2012,9.9,3.7,0.1,2,2.92,4.7,6.8
16/04/2012,10.7,1.2,0,2.3,4.97,3.5,5.95
17/04/2012,10.3,-1.5,2.4,1.6,2.51,5.6,4.4
18/04/2012,12,2.9,4.8,1.8,3.05,5.5,7.45
19/04/2012,13.4,6.4,1,2.3,3.41,4.3,9.9
20/04/2012,12.9,5.2,3.7,1.7,3.21,3.5,9.05
21/04/2012,12.6,4.3,0.8,2,4.01,4.2,8.45
22/04/2012,13.1,5.8,1.5,2.3,4.09,4.8,9.45
23/04/2012,13.1,6.6,3.6,2.2,4.17,4.3,9.85
24/04/2012,13.4,6.4,2.9,1.7,2.86,2.5,9.9
25/04/2012,12.5,4.9,1.5,2.1,2.59,6.9,8.7
26/04/2012,15.4,6.8,5.6,2.1,2.95,5.8,11.1
27/04/2012,15.7,9.9,4,2.5,3.55,4,12.8
28/04/2012,17.9,10.1,0.2,1.6,2.38,3.3,14
29/04/2012,20.4,10.2,0.5,2.3,2.95,2.6,15.3
30/04/2012,21.8,6.2,8.4,3.5,5.2,3.3,14
01/05/2012,20.3,9.8,0,3.3,5.66,3,15.05
02/05/2012,14.6,9.3,4.7,1.1,1.68,3,11.95
03/05/2012,13.6,10.1,0.1,1.2,1.14,2.7,11.85
04/05/2012,15.8,8.4,1.2,2.4,4.36,3.3,12.1
05/05/2012,10.2,7.8,1.3,1.4,1.62,3.8,9
06/05/2012,11.7,6.5,0,1.8,2.87,2.7,9.1
07/05/2012,16,5.3,0.1,3,5.52,2.9,10.65
08/05/2012,20.2,6.8,2,2.1,2.45,3.7,13.5
09/05/2012,20.3,12.1,4.5,2.4,3.46,3.6,16.2
10/05/2012,24.3,14.5,0.6,2.7,2.3,4.5,19.4
11/05/2012,16.6,16.5,0,2.5,2.59,4.3,16.55
12/05/2012,14,7.6,0,2.5,4.09,2.9,10.8
13/05/2012,15.2,1.2,0,3.1,6.48,1.7,8.2
14/05/2012,18,4.8,1,4.1,7.6,3.9,11.4
15/05/2012,12.5,7.3,18,1.9,2.97,4.6,9.9
16/05/2012,13.5,5.8,0.6,3.1,5.96,3.6,9.65
17/05/2012,15.1,2.1,0.1,3.3,5.46,3.2,8.6
18/05/2012,18.5,7.8,0,2.6,3.36,3.6,13.15
19/05/2012,21.4,10.2,7.9,3.7,5.61,2.9,15.8
20/05/2012,22.4,11.5,0,3,5.09,2.8,16.95
21/05/2012,22,11.7,0,2.7,4.35,5.1,16.85
22/05/2012,23.5,12.3,0,4,6.99,3.9,17.9
23/05/2012,25.9,12.2,0,3.9,6.14,2.1,19.05
24/05/2012,28.8,12.8,0.2,4.7,6.06,2.7,20.8
25/05/2012,26.3,15.6,0,6.8,7.93,5.1,20.95
26/05/2012,26.2,12.7,0,6.1,7.97,3.9,19.45
27/05/2012,27.2,13.3,0,5.6,7.62,2.9,20.25
28/05/2012,25.1,14.3,0,5.5,7.81,3.6,19.7
29/05/2012,25.2,12.6,0.3,4.4,6.66,2.4,18.9
30/05/2012,23.7,11.8,0,4.3,6.72,2.2,17.75
31/05/2012,20.6,13.4,2.7,3,4.2,5,17
01/06/2012,20.1,12.9,0,3.3,5.03,3.1,16.5
02/06/2012,18.9,10.2,3.7,3.6,5.2,3.4,14.55
03/06/2012,11.6,8.9,13.5,0.7,0.79,2.5,10.25
04/06/2012,13.7,8.9,9.4,1.3,1.71,3.4,11.3
05/06/2012,16.9,4.8,7.4,3.5,6.58,2.6,10.85
06/06/2012,19.4,9.3,6.3,2.5,3.12,4,14.35
07/06/2012,21.5,11.5,8.7,2.6,3.5,3.3,16.5
08/06/2012,19.7,12.8,0.3,4.8,6.22,7.3,16.25
09/06/2012,17.6,10,0.1,4.1,6.02,5.2,13.8
10/06/2012,19.5,8.8,0.3,3.2,5.23,1.8,14.15
11/06/2012,18.9,13,12.5,1.9,2.92,1.9,15.95
12/06/2012,19.1,10.7,5.7,2.8,4.42,3.2,14.9
13/06/2012,16.1,11.1,0.1,2.3,3.1,2.1,13.6
14/06/2012,18.7,5.4,0.9,4.3,7.85,2.7,12.05
15/06/2012,19.4,11.7,11.7,1.8,2.55,3.7,15.55
16/06/2012,19.6,13.6,0,3.4,4.43,4.4,16.6
17/06/2012,21.2,12.9,13.9,4.1,6.18,3.5,17.05
18/06/2012,19.2,13.1,0.7,2.7,4.35,2.6,16.15
19/06/2012,20.1,8.5,0,3.2,5.16,1.9,14.3
20/06/2012,23.1,14.1,0.1,3.6,5.19,2.5,18.6
21/06/2012,23.8,13.8,2.9,3.1,3.69,4.5,18.8
22/06/2012,19,12.8,0.8,3.9,4.81,6,15.9
23/06/2012,19.9,11.4,0.1,4.3,6.03,4.1,15.65
24/06/2012,16.5,13.4,6.4,1.8,2.37,5.2,14.95
25/06/2012,19.9,12.2,0.1,3.5,5.8,3.6,16.05
26/06/2012,23.7,8.9,0.4,4.7,7.71,2.5,16.3
27/06/2012,23.9,12.9,0,2.2,2.68,2.5,18.4
28/06/2012,30.5,17.2,0,5.1,5.94,3.7,23.85
29/06/2012,22,16.7,0.2,3.7,4.42,3.7,19.35
30/06/2012,24.8,16.2,1.3,5,7.23,4.2,20.5
01/07/2012,19.9,14,0,4.3,6.19,4.1,16.95
02/07/2012,22.9,9.1,0,4,6.14,2,16
03/07/2012,24,13.3,0,3.4,4.53,2.3,18.65
04/07/2012,27.4,16.4,1.1,4,5.22,2.8,21.9
05/07/2012,26.7,17.1,13.6,3.3,4.62,2.5,21.9
06/07/2012,24.2,16.1,0.4,3,3.59,2.9,20.15
07/07/2012,24.1,12.7,20.6,3.5,5.2,3.1,18.4
08/07/2012,20.9,14.9,1.1,2.7,3.59,4.8,17.9
09/07/2012,20.1,14.6,1.6,2.5,3.06,3.2,17.35
10/07/2012,19.1,14.2,1.6,2.4,2.66,3.8,16.65
11/07/2012,18.4,13.7,26,3.1,4.46,4.8,16.05
12/07/2012,20.4,11,7.6,3.7,5.78,4.1,15.7
13/07/2012,20.5,12.8,2.6,2.2,2.53,3.8,16.65
14/07/2012,17.7,13.2,18.2,2.2,3.63,3.1,15.45
15/07/2012,17.9,12.8,3.3,2.2,2.87,3.3,15.35
16/07/2012,16.8,11.8,11.1,1.7,2.6,5.6,14.3
17/07/2012,20.7,13.8,0.2,2.5,3.15,4.5,17.25
18/07/2012,21.6,15.1,0.5,4,5.76,6.2,18.35
19/07/2012,20.6,15.4,9.5,2.9,4.37,4,18
20/07/2012,18.4,12.9,2.5,2.1,3.05,1.7,15.65
21/07/2012,19.2,11.3,0,3,4.57,2.2,15.25
22/07/2012,22.1,10,0,3.9,6.61,1.4,16.05
23/07/2012,26.2,11.2,0,4.8,7.34,1.7,18.7
24/07/2012,28.9,12.1,0,5,7.46,1.5,20.5
25/07/2012,29.4,14,0,5.1,7.02,2.2,21.7
26/07/2012,29.2,16.2,0,4.8,6.89,1.7,22.7
27/07/2012,29.3,17.5,0.7,4,5.12,3,23.4
28/07/2012,23.7,17.9,0,2.8,3.7,2.9,20.8
29/07/2012,21.4,12.9,1.4,3.9,6.21,4.2,17.15
30/07/2012,19.5,11.6,1.9,3.4,5.35,3.5,15.55
31/07/2012,20.5,12.1,0,1.7,1.96,2.3,16.3
01/08/2012,28.8,12.7,0,4.3,5.66,3.3,20.75
02/08/2012,23,15.2,0,3.4,4.55,3.3,19.1
03/08/2012,23.9,13,0.5,3.4,4.81,3.2,18.45
04/08/2012,24.2,14.7,0.6,3.4,4.82,2.8,19.45
05/08/2012,24.9,14.6,0.1,3.5,4.61,3,19.75
06/08/2012,20.2,14.8,9.2,2.7,3.27,4.7,17.5
07/08/2012,19.6,13.1,0,3.1,4.12,3.8,16.35
08/08/2012,21.6,11,0.5,1.9,2.75,2.1,16.3
09/08/2012,23,11.9,0,3.3,5.02,2.1,17.45
10/08/2012,22.4,10.8,0,4,6.85,2.4,16.6
11/08/2012,22.6,11,0.1,3.9,6.43,3.2,16.8
12/08/2012,26,12.4,0,4.3,6.22,3,19.2
13/08/2012,26,15.2,0.6,3.2,4.57,1.6,20.6
14/08/2012,25.8,15.4,0,2.8,3.8,1.6,20.6
15/08/2012,31.5,16.2,0,4.7,4.96,3.6,23.85
16/08/2012,24.7,15.1,0,3.7,5.1,2.5,19.9
17/08/2012,29.4,16,0,4.5,5.47,2.7,22.7
18/08/2012,34.8,16.7,0,5,5.99,2.3,25.75
19/08/2012,34.2,18.1,0,4.7,5.24,2.9,26.15
20/08/2012,26.8,18.7,0,2.9,3.53,1.9,22.75
21/08/2012,26.9,17.8,0.1,3.5,3.94,3.1,22.35
22/08/2012,22.9,15.5,0,3.6,4.74,3.8,19.2
23/08/2012,23.5,12.4,1.3,3,4.75,1.9,17.95
24/08/2012,24.3,13.8,2.9,3,3.98,3.1,19.05
25/08/2012,21.9,14.6,6.3,2.9,2.99,5.9,18.25
26/08/2012,19.9,14.9,19.4,1.9,2.69,3.6,17.4
27/08/2012,24,9.1,0.1,3.4,5.09,2.6,16.55
28/08/2012,23.7,11.6,0,2.6,3.46,2.8,17.65
29/08/2012,24.9,12.4,0.1,3.9,5.4,4,18.65
30/08/2012,21.6,13.6,17.4,2.9,4.01,5.1,17.6
31/08/2012,18.2,13.3,1.1,2.5,3.14,4.4,15.75
01/09/2012,19.8,8.4,0.1,2.9,5.33,1.7,14.1
02/09/2012,21.6,10,0,2.3,3.63,2.4,15.8
03/09/2012,22.5,12.9,0,2.5,4.32,1.3,17.7
04/09/2012,24.7,10.2,0,2.9,4.99,1.8,17.45
05/09/2012,20.6,12.6,0,2.8,4.33,2.8,16.6
06/09/2012,20.3,9.4,0,2.6,4.47,1.8,14.85
07/09/2012,24.1,9.6,0,3,5.18,2.3,16.85
08/09/2012,26.2,9.8,0,2.9,5.06,1.2,18
09/09/2012,29.1,9.9,0,3.8,5.1,2.5,19.5
10/09/2012,24.4,13.2,0.3,2.7,3.83,2.9,18.8
11/09/2012,18.6,15.6,5.1,1.8,1.76,3.9,17.1
12/09/2012,17.3,10.2,9.5,2.3,3.17,3.4,13.75
13/09/2012,17.3,9.8,0,2,2.82,3.3,13.55
14/09/2012,18.4,10.6,0.3,1.6,1.54,3.8,14.5
15/09/2012,19.4,10.6,0,1.9,3.34,2.2,15
16/09/2012,22.2,7.9,0,2.6,4.46,3.2,15.05
17/09/2012,19.3,10.4,0.1,1.6,1.54,3.4,14.85
18/09/2012,18.7,12.4,0.3,2.4,2.98,4.1,15.55
19/09/2012,16.1,7.6,2.4,2.1,4.34,3.7,11.85
20/09/2012,16.7,6.5,0,1.8,3.12,2.5,11.6
21/09/2012,16.3,6.1,1,1.4,2.37,1.5,11.2
22/09/2012,16.5,6.5,0,1.9,3.71,2.5,11.5
23/09/2012,15.4,6.7,11,1.2,1.21,4.2,11.05
24/09/2012,20.4,8.9,3.6,1.7,1.74,6.5,14.65
25/09/2012,17.2,11.8,1.8,1.9,2.41,5.2,14.5
26/09/2012,16,11.6,0.4,1.6,1.74,4.2,13.8
27/09/2012,17,11.2,4.8,1.5,2.56,3.9,14.1
28/09/2012,17.9,10,0.2,2,3.07,4.1,13.95
29/09/2012,16.3,10.3,0.4,1.9,2.98,3.7,13.3
30/09/2012,17.6,6.6,0,1.9,4,2.9,12.1
01/10/2012,19.6,6.1,0.7,2.1,3.23,4.4,12.85
02/10/2012,17.9,7.6,0.6,1.6,1.86,4.2,12.75
03/10/2012,15.8,13,27.9,0.9,1.01,3.8,14.4
04/10/2012,15.8,10.3,4,1.7,2.52,4.1,13.05
05/10/2012,17.2,9.6,4.8,1.1,1.1,4.4,13.4
06/10/2012,15.1,12.8,5.3,0.8,0.98,1.5,13.95
07/10/2012,15.5,3,0.1,1.2,3.11,1.5,9.25
08/10/2012,14.8,2.7,2,1,2.3,2.2,8.75
09/10/2012,14.4,3.1,0.1,1,2.38,1.3,8.75
10/10/2012,14.1,3,0,1.2,3.02,2,8.55
11/10/2012,16.3,3.2,11.6,1.2,2.95,3.3,9.75
12/10/2012,14.9,3.8,0.1,1.4,1.57,5,9.35
13/10/2012,11.4,7.9,11.2,0.7,0.56,3.8,9.65
14/10/2012,12.5,5.3,1.2,1,2.3,2.9,8.9
15/10/2012,13.8,5.3,0.6,1.5,2.74,4.9,9.55
16/10/2012,15.2,7,2.9,1.2,1.73,4.5,11.1
17/10/2012,16.4,6,5.9,0.9,1.07,4.1,11.2
18/10/2012,18.2,8.8,0.6,0.9,0.79,2.3,13.5
19/10/2012,22,13.3,0.9,1.6,1.75,3,17.65
20/10/2012,16.6,15.1,0,0.9,1.01,2.6,15.85
21/10/2012,16.9,12.9,0,0.6,0.91,2,14.9
22/10/2012,23.3,11.1,0,1,2.15,1.4,17.2
23/10/2012,21,8.9,0,1,1.99,2.2,14.95
24/10/2012,19,10,0,0.9,2.13,2.8,14.5
25/10/2012,12,10.2,1.7,0.7,0.41,2.9,11.1
26/10/2012,7.4,6.9,0.6,1.1,0.41,3.5,7.15
27/10/2012,7.9,-0.2,0.1,0.7,1.94,2.4,3.85
28/10/2012,10.6,-2.5,0.3,1,2.39,3.6,4.05
29/10/2012,8.9,-2.3,7.5,0.5,0.59,4.9,3.3
30/10/2012,10.4,5.5,0.6,0.6,1.15,2.7,7.95
31/10/2012,13.3,4.3,0,1.2,2.23,4.4,8.8
01/11/2012,11.1,4.7,3.2,1.1,0.71,6,7.9
02/11/2012,10.9,4.9,2.1,0.9,1.51,5.1,7.9
03/11/2012,9.5,4.9,4.9,0.6,0.95,3.4,7.2
04/11/2012,10.2,2.3,4.1,0.9,0.83,4.8,6.25
05/11/2012,8.9,3.6,3.4,0.5,0.83,2.5,6.25
06/11/2012,11.4,2.4,4.1,0.7,1.7,4.8,6.9
07/11/2012,10.8,2.8,0.2,0.9,0.69,4.3,6.8
08/11/2012,11,9.4,0.1,0.8,0.58,3.8,10.2
09/11/2012,12.1,8.5,2.3,0.8,0.79,3.2,10.3
10/11/2012,12.1,7.7,1.3,0.6,0.25,3.4,9.9
11/11/2012,11.5,6.7,0,0.4,1.48,3.3,9.1
12/11/2012,8,5,0.9,0.6,0.55,4.2,6.5
13/11/2012,10.1,5.3,0.1,0.4,0.55,1.8,7.7
14/11/2012,11.7,5.6,0,0.2,1.79,1.6,8.65
15/11/2012,6.5,-0.2,0,0.5,0.52,1.7,3.15
16/11/2012,6.3,3.5,0,0.4,0.72,2,4.9
17/11/2012,9.1,-0.3,2.2,0.4,0.34,2.7,4.4
18/11/2012,8.9,1.3,1.5,0.3,0.35,1.3,5.1
19/11/2012,10.8,0.2,0,0.4,0.51,2.6,5.5
20/11/2012,12.7,2.7,0,0.5,1.3,3.7,7.7
21/11/2012,10.6,2.6,0.7,0.8,0.58,4.9,6.6
22/11/2012,12.2,3.6,0,0.8,1.48,5.1,7.9
23/11/2012,9.1,5.8,2.3,0.4,0.2,2,7.45
24/11/2012,14,4.7,1.1,0.7,0.27,5.1,9.35
25/11/2012,12.3,5.3,0.4,1.2,1.05,6.1,8.8
